FullName,driverId,race_name,raceId,date,Grid_Position,Finish_Position,Avg Humidity,Avg Air Pressure,Rainfall,Avg AirTemp,safety_car_laps,RedFlag,Total_lap_time,Downforce level,Longest flat out section (m),first_stop,start_tyre,end_tyre,num_stops
Charles Leclerc,844,Austrian Grand Prix,1018,6/30/2019,1,2,17.96525424,940.8889831,FALSE,34.4440678,0,0,4924.546,Low/medium,868,22,SOFT,HARD,2
Valtteri Bottas,822,Austrian Grand Prix,1018,6/30/2019,3,3,17.96525424,940.8889831,FALSE,34.4440678,0,0,4940.782,Low/medium,868,21,MEDIUM,HARD,2
Sebastian Vettel,20,Austrian Grand Prix,1018,6/30/2019,9,4,17.96525424,940.8889831,FALSE,34.4440678,0,0,4941.432,Low/medium,868,21,SOFT,SOFT,3
Lewis Hamilton,1,Austrian Grand Prix,1018,6/30/2019,4,5,17.96525424,940.8889831,FALSE,34.4440678,0,0,4944.627,Low/medium,868,30,MEDIUM,HARD,2
Lando Norris,846,Austrian Grand Prix,1018,6/30/2019,5,6,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,25,SOFT,MEDIUM,2
Pierre Gasly,842,Austrian Grand Prix,1018,6/30/2019,8,7,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,25,SOFT,HARD,2
Carlos Sainz,832,Austrian Grand Prix,1018,6/30/2019,19,8,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,41,MEDIUM,HARD,2
Kimi Räikkönen,8,Austrian Grand Prix,1018,6/30/2019,6,9,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,23,SOFT,HARD,2
Antonio Giovinazzi,841,Austrian Grand Prix,1018,6/30/2019,7,10,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,24,SOFT,HARD,2
Sergio Perez,815,Austrian Grand Prix,1018,6/30/2019,13,11,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,28,MEDIUM,HARD,2
Daniel Ricciardo,817,Austrian Grand Prix,1018,6/30/2019,12,12,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,46,MEDIUM,SOFT,2
Nico Hulkenberg,807,Austrian Grand Prix,1018,6/30/2019,15,13,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,26,MEDIUM,HARD,2
Lance Stroll,840,Austrian Grand Prix,1018,6/30/2019,14,14,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,25,MEDIUM,HARD,2
Alexander Albon,848,Austrian Grand Prix,1018,6/30/2019,18,15,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,35,MEDIUM,HARD,2
Romain Grosjean,154,Austrian Grand Prix,1018,6/30/2019,11,16,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,34,MEDIUM,HARD,2
Daniil Kvyat,826,Austrian Grand Prix,1018,6/30/2019,16,17,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,32,MEDIUM,HARD,2
George Russell,847,Austrian Grand Prix,1018,6/30/2019,0,18,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,1,MEDIUM,HARD,3
Kevin Magnussen,825,Austrian Grand Prix,1018,6/30/2019,10,19,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,11,SOFT,SOFT,4
Robert Kubica,9,Austrian Grand Prix,1018,6/30/2019,17,20,17.96525424,940.8889831,FALSE,34.4440678,0,0,,Low/medium,868,19,MEDIUM,HARD,2
Lewis Hamilton,1,British Grand Prix,1019,7/14/2019,2,1,62.13559322,1006.333051,FALSE,18.90508475,4,0,4868.452,High,1034,20,MEDIUM,HARD,2
Valtteri Bottas,822,British Grand Prix,1019,7/14/2019,1,2,62.13559322,1006.333051,FALSE,18.90508475,4,0,4893.38,High,1034,16,MEDIUM,SOFT,3
Charles Leclerc,844,British Grand Prix,1019,7/14/2019,3,3,62.13559322,1006.333051,FALSE,18.90508475,4,0,4898.569,High,1034,13,SOFT,HARD,3
Pierre Gasly,842,British Grand Prix,1019,7/14/2019,5,4,62.13559322,1006.333051,FALSE,18.90508475,4,0,4903.144,High,1034,12,MEDIUM,MEDIUM,2
Max Verstappen,830,British Grand Prix,1019,7/14/2019,4,5,62.13559322,1006.333051,FALSE,18.90508475,4,0,4907.91,High,1034,13,MEDIUM,HARD,3
Carlos Sainz,832,British Grand Prix,1019,7/14/2019,13,6,62.13559322,1006.333051,FALSE,18.90508475,4,0,4922.091,High,1034,20,MEDIUM,HARD,2
Daniel Ricciardo,817,British Grand Prix,1019,7/14/2019,7,7,62.13559322,1006.333051,FALSE,18.90508475,4,0,4922.853,High,1034,12,SOFT,HARD,3
Kimi Räikkönen,8,British Grand Prix,1019,7/14/2019,12,8,62.13559322,1006.333051,FALSE,18.90508475,4,0,4933.992,High,1034,17,MEDIUM,HARD,2
Daniil Kvyat,826,British Grand Prix,1019,7/14/2019,17,9,62.13559322,1006.333051,FALSE,18.90508475,4,0,4935.172,High,1034,12,SOFT,HARD,3
Nico Hulkenberg,807,British Grand Prix,1019,7/14/2019,10,10,62.13559322,1006.333051,FALSE,18.90508475,4,0,4941.185,High,1034,13,SOFT,HARD,2
Lando Norris,846,British Grand Prix,1019,7/14/2019,8,11,62.13559322,1006.333051,FALSE,18.90508475,4,0,4942.733,High,1034,13,SOFT,HARD,3
Alexander Albon,848,British Grand Prix,1019,7/14/2019,9,12,62.13559322,1006.333051,FALSE,18.90508475,4,0,4944.069,High,1034,13,SOFT,MEDIUM,2
Lance Stroll,840,British Grand Prix,1019,7/14/2019,18,13,62.13559322,1006.333051,FALSE,18.90508475,4,0,4949.538,High,1034,13,MEDIUM,SOFT,3
George Russell,847,British Grand Prix,1019,7/14/2019,19,14,62.13559322,1006.333051,FALSE,18.90508475,4,0,,High,1034,21,MEDIUM,HARD,2
Robert Kubica,9,British Grand Prix,1019,7/14/2019,20,15,62.13559322,1006.333051,FALSE,18.90508475,4,0,,High,1034,20,MEDIUM,HARD,2
Sebastian Vettel,20,British Grand Prix,1019,7/14/2019,6,16,62.13559322,1006.333051,FALSE,18.90508475,4,0,,High,1034,20,SOFT,MEDIUM,3
Sergio Perez,815,British Grand Prix,1019,7/14/2019,15,17,62.13559322,1006.333051,FALSE,18.90508475,4,0,,High,1034,18,MEDIUM,SOFT,4
Romain Grosjean,154,British Grand Prix,1019,7/14/2019,14,\N,62.13559322,1006.333051,FALSE,18.90508475,0,0,,High,1034,1,SOFT,HARD,2
Kevin Magnussen,825,British Grand Prix,1019,7/14/2019,16,\N,62.13559322,1006.333051,FALSE,18.90508475,0,0,,High,1034,1,SOFT,HARD,2
Antonio Giovinazzi,841,British Grand Prix,1019,7/14/2019,11,\N,62.13559322,1006.333051,FALSE,18.90508475,0,0,,High,1034,,MEDIUM,MEDIUM,1
Max Verstappen,830,German Grand Prix,1020,7/28/2019,2,1,87.83061224,991.6278912,TRUE,21.50340136,15,0,6271.275,Medium,1240,3,WET,SOFT,6
Sebastian Vettel,20,German Grand Prix,1020,7/28/2019,20,2,87.83061224,991.6278912,TRUE,21.50340136,17,0,6278.608,Medium,1240,2,WET,SOFT,6
Daniil Kvyat,826,German Grand Prix,1020,7/28/2019,14,3,87.83061224,991.6278912,TRUE,21.50340136,17,0,6279.58,Medium,1240,3,WET,SOFT,5
Lance Stroll,840,German Grand Prix,1020,7/28/2019,15,4,87.83061224,991.6278912,TRUE,21.50340136,19,0,6280.241,Medium,1240,7,WET,SOFT,6
Carlos Sainz,832,German Grand Prix,1020,7/28/2019,7,5,87.83061224,991.6278912,TRUE,21.50340136,17,0,6280.858,Medium,1240,3,WET,SOFT,4
Alexander Albon,848,German Grand Prix,1020,7/28/2019,16,6,87.83061224,991.6278912,TRUE,21.50340136,17,0,6281.327,Medium,1240,2,WET,SOFT,5
Romain Grosjean,154,German Grand Prix,1020,7/28/2019,6,7,87.83061224,991.6278912,TRUE,21.50340136,17,0,6288.113,Medium,1240,3,WET,SOFT,6
Kevin Magnussen,825,German Grand Prix,1020,7/28/2019,12,8,87.83061224,991.6278912,TRUE,21.50340136,17,0,6290.04,Medium,1240,8,WET,SOFT,7
Lewis Hamilton,1,German Grand Prix,1020,7/28/2019,1,9,87.83061224,991.6278912,TRUE,21.50340136,16,0,6290.942,Medium,1240,3,WET,SOFT,7
Robert Kubica,9,German Grand Prix,1020,7/28/2019,18,10,87.83061224,991.6278912,TRUE,21.50340136,20,0,6296.262,Medium,1240,7,WET,SOFT,6
George Russell,847,German Grand Prix,1020,7/28/2019,17,11,87.83061224,991.6278912,TRUE,21.50340136,20,0,6297.679,Medium,1240,7,WET,SOFT,6
Kimi Räikkönen,8,German Grand Prix,1020,7/28/2019,5,12,87.83061224,991.6278912,TRUE,21.50340136,17,0,6313.489,Medium,1240,3,WET,SOFT,5
Antonio Giovinazzi,841,German Grand Prix,1020,7/28/2019,11,13,87.83061224,991.6278912,TRUE,21.50340136,17,0,6315.124,Medium,1240,3,WET,SOFT,5
Pierre Gasly,842,German Grand Prix,1020,7/28/2019,4,14,87.83061224,991.6278912,TRUE,21.50340136,17,0,,Medium,1240,3,WET,SOFT,5
Nico Hulkenberg,807,German Grand Prix,1020,7/28/2019,9,\N,87.83061224,991.6278912,TRUE,21.50340136,8,0,,Medium,1240,3,WET,INTERMEDIATE,4
Sergio Perez,815,German Grand Prix,1020,7/28/2019,8,\N,87.83061224,991.6278912,TRUE,21.50340136,0,0,,Medium,1240,,WET,WET,1
Daniel Ricciardo,817,German Grand Prix,1020,7/28/2019,13,\N,87.83061224,991.6278912,TRUE,21.50340136,3,0,,Medium,1240,3,WET,INTERMEDIATE,2
Valtteri Bottas,822,German Grand Prix,1020,7/28/2019,3,\N,87.83061224,991.6278912,TRUE,21.50340136,12,0,,Medium,1240,3,WET,SOFT,5
Charles Leclerc,844,German Grand Prix,1020,7/28/2019,10,\N,87.83061224,991.6278912,TRUE,21.50340136,3,0,,Medium,1240,3,WET,INTERMEDIATE,3
Lando Norris,846,German Grand Prix,1020,7/28/2019,19,\N,87.83061224,991.6278912,TRUE,21.50340136,3,0,,Medium,1240,6,WET,INTERMEDIATE,2
Lewis Hamilton,1,Hungarian Grand Prix,1021,8/4/2019,3,1,33.89307692,986.4846154,FALSE,25.66,0,0,5703.796,High,908,31,MEDIUM,MEDIUM,3
Max Verstappen,830,Hungarian Grand Prix,1021,8/4/2019,1,2,33.89307692,986.4846154,FALSE,25.66,0,0,5721.592,High,908,25,MEDIUM,SOFT,3
Sebastian Vettel,20,Hungarian Grand Prix,1021,8/4/2019,5,3,33.89307692,986.4846154,FALSE,25.66,0,0,5765.229,High,908,39,MEDIUM,SOFT,2
Charles Leclerc,844,Hungarian Grand Prix,1021,8/4/2019,4,4,33.89307692,986.4846154,FALSE,25.66,0,0,5769.046,High,908,27,MEDIUM,HARD,2
Carlos Sainz,832,Hungarian Grand Prix,1021,8/4/2019,8,5,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,29,SOFT,HARD,2
Pierre Gasly,842,Hungarian Grand Prix,1021,8/4/2019,6,6,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,28,MEDIUM,HARD,2
Kimi Räikkönen,8,Hungarian Grand Prix,1021,8/4/2019,10,7,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,29,SOFT,MEDIUM,2
Valtteri Bottas,822,Hungarian Grand Prix,1021,8/4/2019,2,8,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,5,MEDIUM,MEDIUM,3
Lando Norris,846,Hungarian Grand Prix,1021,8/4/2019,7,9,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,28,SOFT,HARD,2
Alexander Albon,848,Hungarian Grand Prix,1021,8/4/2019,12,10,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,28,MEDIUM,HARD,2
Sergio Perez,815,Hungarian Grand Prix,1021,8/4/2019,16,11,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,18,MEDIUM,HARD,2
Nico Hulkenberg,807,Hungarian Grand Prix,1021,8/4/2019,11,12,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,36,MEDIUM,SOFT,2
Kevin Magnussen,825,Hungarian Grand Prix,1021,8/4/2019,14,13,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,38,MEDIUM,SOFT,2
Daniel Ricciardo,817,Hungarian Grand Prix,1021,8/4/2019,20,14,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,46,HARD,SOFT,2
Daniil Kvyat,826,Hungarian Grand Prix,1021,8/4/2019,13,15,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,21,MEDIUM,HARD,2
George Russell,847,Hungarian Grand Prix,1021,8/4/2019,15,16,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,16,MEDIUM,HARD,2
Lance Stroll,840,Hungarian Grand Prix,1021,8/4/2019,18,17,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,16,MEDIUM,SOFT,3
Antonio Giovinazzi,841,Hungarian Grand Prix,1021,8/4/2019,17,18,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,15,MEDIUM,HARD,2
Robert Kubica,9,Hungarian Grand Prix,1021,8/4/2019,19,19,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,18,MEDIUM,HARD,2
Romain Grosjean,154,Hungarian Grand Prix,1021,8/4/2019,9,\N,33.89307692,986.4846154,FALSE,25.66,0,0,,High,908,19,SOFT,HARD,2
Charles Leclerc,844,Belgian Grand Prix,1022,9/1/2019,1,1,57.03,968.2575,FALSE,17.4,4,0,5025.71,Medium,2015,21,SOFT,MEDIUM,2
Lewis Hamilton,1,Belgian Grand Prix,1022,9/1/2019,3,2,57.03,968.2575,FALSE,17.4,4,0,5026.691,Medium,2015,22,SOFT,MEDIUM,2
Valtteri Bottas,822,Belgian Grand Prix,1022,9/1/2019,4,3,57.03,968.2575,FALSE,17.4,4,0,5038.295,Medium,2015,23,SOFT,MEDIUM,2
Sebastian Vettel,20,Belgian Grand Prix,1022,9/1/2019,2,4,57.03,968.2575,FALSE,17.4,4,0,5052.132,Medium,2015,15,SOFT,SOFT,3
Alexander Albon,848,Belgian Grand Prix,1022,9/1/2019,17,5,57.03,968.2575,FALSE,17.4,4,0,5107.035,Medium,2015,23,MEDIUM,SOFT,2
Sergio Perez,815,Belgian Grand Prix,1022,9/1/2019,7,6,57.03,968.2575,FALSE,17.4,4,0,5110.158,Medium,2015,15,SOFT,MEDIUM,2
Daniil Kvyat,826,Belgian Grand Prix,1022,9/1/2019,19,7,57.03,968.2575,FALSE,17.4,4,0,5115.367,Medium,2015,24,MEDIUM,SOFT,2
Nico Hulkenberg,807,Belgian Grand Prix,1022,9/1/2019,12,8,57.03,968.2575,FALSE,17.4,4,0,5132.349,Medium,2015,11,SOFT,SOFT,3
Pierre Gasly,842,Belgian Grand Prix,1022,9/1/2019,13,9,57.03,968.2575,FALSE,17.4,4,0,5134.878,Medium,2015,13,SOFT,MEDIUM,2
Lance Stroll,840,Belgian Grand Prix,1022,9/1/2019,16,10,57.03,968.2575,FALSE,17.4,4,0,5135.548,Medium,2015,14,SOFT,SOFT,3
Lando Norris,846,Belgian Grand Prix,1022,9/1/2019,11,11,57.03,968.2575,FALSE,17.4,4,0,,Medium,2015,19,SOFT,MEDIUM,2
Kevin Magnussen,825,Belgian Grand Prix,1022,9/1/2019,8,12,57.03,968.2575,FALSE,17.4,4,0,,Medium,2015,25,SOFT,MEDIUM,2
Romain Grosjean,154,Belgian Grand Prix,1022,9/1/2019,9,13,57.03,968.2575,FALSE,17.4,4,0,,Medium,2015,16,SOFT,MEDIUM,2
Daniel Ricciardo,817,Belgian Grand Prix,1022,9/1/2019,10,14,57.03,968.2575,FALSE,17.4,4,0,,Medium,2015,1,SOFT,MEDIUM,2
George Russell,847,Belgian Grand Prix,1022,9/1/2019,14,15,57.03,968.2575,FALSE,17.4,4,0,,Medium,2015,30,MEDIUM,SOFT,2
Kimi Räikkönen,8,Belgian Grand Prix,1022,9/1/2019,6,16,57.03,968.2575,FALSE,17.4,4,0,,Medium,2015,1,SOFT,SOFT,4
Robert Kubica,9,Belgian Grand Prix,1022,9/1/2019,0,17,57.03,968.2575,FALSE,17.4,4,0,,Medium,2015,1,MEDIUM,SOFT,3
Antonio Giovinazzi,841,Belgian Grand Prix,1022,9/1/2019,18,18,57.03,968.2575,FALSE,17.4,4,0,,Medium,2015,29,MEDIUM,SOFT,2
Max Verstappen,830,Belgian Grand Prix,1022,9/1/2019,5,\N,57.03,968.2575,FALSE,17.4,1,0,,Medium,2015,,SOFT,SOFT,1
Carlos Sainz,832,Belgian Grand Prix,1022,9/1/2019,15,\N,57.03,968.2575,FALSE,17.4,1,0,,Medium,2015,1,SOFT,SOFT,1
Charles Leclerc,844,Italian Grand Prix,1023,9/8/2019,1,1,51.57477477,989.2405405,FALSE,21.0972973,0,0,4526.665,Low,1520,20,SOFT,HARD,2
Valtteri Bottas,822,Italian Grand Prix,1023,9/8/2019,3,2,51.57477477,989.2405405,FALSE,21.0972973,0,0,4527.5,Low,1520,27,SOFT,MEDIUM,2
Lewis Hamilton,1,Italian Grand Prix,1023,9/8/2019,2,3,51.57477477,989.2405405,FALSE,21.0972973,0,0,4561.864,Low,1520,19,SOFT,SOFT,3
Daniel Ricciardo,817,Italian Grand Prix,1023,9/8/2019,5,4,51.57477477,989.2405405,FALSE,21.0972973,0,0,4572.18,Low,1520,30,SOFT,MEDIUM,2
Nico Hulkenberg,807,Italian Grand Prix,1023,9/8/2019,6,5,51.57477477,989.2405405,FALSE,21.0972973,0,0,4584.83,Low,1520,29,SOFT,MEDIUM,2
Alexander Albon,848,Italian Grand Prix,1023,9/8/2019,8,6,51.57477477,989.2405405,FALSE,21.0972973,0,0,4585.98,Low,1520,26,SOFT,MEDIUM,2
Sergio Perez,815,Italian Grand Prix,1023,9/8/2019,18,7,51.57477477,989.2405405,FALSE,21.0972973,0,0,4600.467,Low,1520,28,MEDIUM,SOFT,2
Max Verstappen,830,Italian Grand Prix,1023,9/8/2019,19,8,51.57477477,989.2405405,FALSE,21.0972973,0,0,4601.157,Low,1520,1,MEDIUM,MEDIUM,3
Antonio Giovinazzi,841,Italian Grand Prix,1023,9/8/2019,10,9,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,21,SOFT,MEDIUM,2
Lando Norris,846,Italian Grand Prix,1023,9/8/2019,16,10,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,23,MEDIUM,HARD,2
Pierre Gasly,842,Italian Grand Prix,1023,9/8/2019,17,11,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,28,MEDIUM,SOFT,2
Lance Stroll,840,Italian Grand Prix,1023,9/8/2019,9,12,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,15,SOFT,MEDIUM,3
Sebastian Vettel,20,Italian Grand Prix,1023,9/8/2019,4,13,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,6,SOFT,MEDIUM,4
George Russell,847,Italian Grand Prix,1023,9/8/2019,14,14,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,23,MEDIUM,HARD,2
Kimi Räikkönen,8,Italian Grand Prix,1023,9/8/2019,0,15,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,1,MEDIUM,SOFT,4
Romain Grosjean,154,Italian Grand Prix,1023,9/8/2019,13,16,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,7,SOFT,SOFT,3
Robert Kubica,9,Italian Grand Prix,1023,9/8/2019,15,17,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,29,MEDIUM,MEDIUM,3
Kevin Magnussen,825,Italian Grand Prix,1023,9/8/2019,11,\N,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,20,SOFT,SOFT,3
Daniil Kvyat,826,Italian Grand Prix,1023,9/8/2019,12,\N,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,28,MEDIUM,SOFT,2
Carlos Sainz,832,Italian Grand Prix,1023,9/8/2019,7,\N,51.57477477,989.2405405,FALSE,21.0972973,0,0,,Low,1520,27,SOFT,SOFT,1
Sebastian Vettel,20,Singapore Grand Prix,1024,9/22/2019,3,1,66.45548387,1010.941935,FALSE,29.96516129,11,0,7113.667,Maximum,832,19,SOFT,HARD,2
Charles Leclerc,844,Singapore Grand Prix,1024,9/22/2019,1,2,66.45548387,1010.941935,FALSE,29.96516129,11,0,7116.308,Maximum,832,20,SOFT,HARD,2
Max Verstappen,830,Singapore Grand Prix,1024,9/22/2019,4,3,66.45548387,1010.941935,FALSE,29.96516129,11,0,7117.488,Maximum,832,19,SOFT,HARD,2
Lewis Hamilton,1,Singapore Grand Prix,1024,9/22/2019,2,4,66.45548387,1010.941935,FALSE,29.96516129,11,0,7118.275,Maximum,832,26,SOFT,HARD,2
Valtteri Bottas,822,Singapore Grand Prix,1024,9/22/2019,5,5,66.45548387,1010.941935,FALSE,29.96516129,11,0,7119.786,Maximum,832,22,SOFT,HARD,2
Alexander Albon,848,Singapore Grand Prix,1024,9/22/2019,6,6,66.45548387,1010.941935,FALSE,29.96516129,11,0,7125.33,Maximum,832,20,SOFT,HARD,2
Lando Norris,846,Singapore Grand Prix,1024,9/22/2019,9,7,66.45548387,1010.941935,FALSE,29.96516129,11,0,7128.436,Maximum,832,20,SOFT,HARD,2
Pierre Gasly,842,Singapore Grand Prix,1024,9/22/2019,11,8,66.45548387,1010.941935,FALSE,29.96516129,11,0,7129.214,Maximum,832,32,HARD,MEDIUM,2
Nico Hulkenberg,807,Singapore Grand Prix,1024,9/22/2019,8,9,66.45548387,1010.941935,FALSE,29.96516129,11,0,7130.385,Maximum,832,1,SOFT,MEDIUM,3
Antonio Giovinazzi,841,Singapore Grand Prix,1024,9/22/2019,10,10,66.45548387,1010.941935,FALSE,29.96516129,11,0,7141.522,Maximum,832,34,MEDIUM,SOFT,3
Romain Grosjean,154,Singapore Grand Prix,1024,9/22/2019,17,11,66.45548387,1010.941935,FALSE,29.96516129,11,0,7149.103,Maximum,832,23,MEDIUM,SOFT,3
Carlos Sainz,832,Singapore Grand Prix,1024,9/22/2019,7,12,66.45548387,1010.941935,FALSE,29.96516129,12,0,7149.641,Maximum,832,1,SOFT,MEDIUM,3
Lance Stroll,840,Singapore Grand Prix,1024,9/22/2019,16,13,66.45548387,1010.941935,FALSE,29.96516129,11,0,7150.086,Maximum,832,31,MEDIUM,SOFT,4
Daniel Ricciardo,817,Singapore Grand Prix,1024,9/22/2019,20,14,66.45548387,1010.941935,FALSE,29.96516129,12,0,7151.327,Maximum,832,34,MEDIUM,HARD,2
Daniil Kvyat,826,Singapore Grand Prix,1024,9/22/2019,14,15,66.45548387,1010.941935,FALSE,29.96516129,11,0,7151.845,Maximum,832,12,MEDIUM,SOFT,3
Robert Kubica,9,Singapore Grand Prix,1024,9/22/2019,19,16,66.45548387,1010.941935,FALSE,29.96516129,12,0,7160.691,Maximum,832,21,MEDIUM,MEDIUM,3
Kevin Magnussen,825,Singapore Grand Prix,1024,9/22/2019,13,17,66.45548387,1010.941935,FALSE,29.96516129,11,0,7200.189,Maximum,832,18,MEDIUM,SOFT,3
Kimi Räikkönen,8,Singapore Grand Prix,1024,9/22/2019,12,\N,66.45548387,1010.941935,FALSE,29.96516129,9,0,,Maximum,832,15,MEDIUM,HARD,2
Sergio Perez,815,Singapore Grand Prix,1024,9/22/2019,15,\N,66.45548387,1010.941935,FALSE,29.96516129,5,0,,Maximum,832,13,MEDIUM,HARD,2
George Russell,847,Singapore Grand Prix,1024,9/22/2019,18,\N,66.45548387,1010.941935,FALSE,29.96516129,0,0,,Maximum,832,1,MEDIUM,HARD,2
Lewis Hamilton,1,Russian Grand Prix,1025,9/29/2019,2,1,67.41526718,1016.782443,TRUE,22.02977099,7,0,5618.992,Medium,1073,28,MEDIUM,SOFT,2
Valtteri Bottas,822,Russian Grand Prix,1025,9/29/2019,4,2,67.41526718,1016.782443,TRUE,22.02977099,7,0,5622.821,Medium,1073,28,MEDIUM,SOFT,2
Charles Leclerc,844,Russian Grand Prix,1025,9/29/2019,1,3,67.41526718,1016.782443,TRUE,22.02977099,7,0,5624.204,Medium,1073,22,SOFT,SOFT,3
Max Verstappen,830,Russian Grand Prix,1025,9/29/2019,9,4,67.41526718,1016.782443,TRUE,22.02977099,7,0,5633.202,Medium,1073,28,SOFT,MEDIUM,2
Alexander Albon,848,Russian Grand Prix,1025,9/29/2019,0,5,67.41526718,1016.782443,TRUE,22.02977099,7,0,5657.34,Medium,1073,1,MEDIUM,SOFT,4
Carlos Sainz,832,Russian Grand Prix,1025,9/29/2019,5,6,67.41526718,1016.782443,TRUE,22.02977099,7,0,5664.881,Medium,1073,21,SOFT,MEDIUM,2
Sergio Perez,815,Russian Grand Prix,1025,9/29/2019,11,7,67.41526718,1016.782443,TRUE,22.02977099,7,0,5667.72,Medium,1073,23,SOFT,MEDIUM,2
Lando Norris,846,Russian Grand Prix,1025,9/29/2019,7,8,67.41526718,1016.782443,TRUE,22.02977099,7,0,5676.741,Medium,1073,20,SOFT,MEDIUM,2
Kevin Magnussen,825,Russian Grand Prix,1025,9/29/2019,13,9,67.41526718,1016.782443,TRUE,22.02977099,7,0,5677.771,Medium,1073,27,SOFT,MEDIUM,2
Nico Hulkenberg,807,Russian Grand Prix,1025,9/29/2019,6,10,67.41526718,1016.782443,TRUE,22.02977099,7,0,5678.833,Medium,1073,16,SOFT,SOFT,3
Lance Stroll,840,Russian Grand Prix,1025,9/29/2019,14,11,67.41526718,1016.782443,TRUE,22.02977099,7,0,5679.813,Medium,1073,27,MEDIUM,SOFT,2
Daniil Kvyat,826,Russian Grand Prix,1025,9/29/2019,19,12,67.41526718,1016.782443,TRUE,22.02977099,7,0,5681.488,Medium,1073,27,HARD,SOFT,3
Kimi Räikkönen,8,Russian Grand Prix,1025,9/29/2019,15,13,67.41526718,1016.782443,TRUE,22.02977099,8,0,5687.902,Medium,1073,9,MEDIUM,SOFT,3
Pierre Gasly,842,Russian Grand Prix,1025,9/29/2019,16,14,67.41526718,1016.782443,TRUE,22.02977099,8,0,5689.068,Medium,1073,26,MEDIUM,SOFT,2
Antonio Giovinazzi,841,Russian Grand Prix,1025,9/29/2019,12,15,67.41526718,1016.782443,TRUE,22.02977099,8,0,5692.338,Medium,1073,2,SOFT,MEDIUM,3
Robert Kubica,9,Russian Grand Prix,1025,9/29/2019,18,\N,67.41526718,1016.782443,TRUE,22.02977099,4,0,,Medium,1073,1,MEDIUM,MEDIUM,3
Sebastian Vettel,20,Russian Grand Prix,1025,9/29/2019,3,\N,67.41526718,1016.782443,TRUE,22.02977099,3,0,,Medium,1073,26,SOFT,SOFT,1
Romain Grosjean,154,Russian Grand Prix,1025,9/29/2019,8,\N,67.41526718,1016.782443,TRUE,22.02977099,1,0,,Medium,1073,,SOFT,SOFT,1
Daniel Ricciardo,817,Russian Grand Prix,1025,9/29/2019,10,\N,67.41526718,1016.782443,TRUE,22.02977099,3,0,,Medium,1073,1,SOFT,MEDIUM,2
George Russell,847,Russian Grand Prix,1025,9/29/2019,17,\N,67.41526718,1016.782443,TRUE,22.02977099,3,0,,Medium,1073,27,MEDIUM,MEDIUM,1
Valtteri Bottas,822,Japanese Grand Prix,1026,10/13/2019,3,1,57.47822581,1009.141935,FALSE,21.61935484,0,0,4906.755,Medium,1445,17,SOFT,SOFT,3
Sebastian Vettel,20,Japanese Grand Prix,1026,10/13/2019,1,2,57.47822581,1009.141935,FALSE,21.61935484,0,0,4920.098,Medium,1445,16,SOFT,MEDIUM,3
